train_loss,val_loss,val_accuracy
4.82217734058698,4.732381463050842,0.02737047898338221
4.527183814181222,4.470335781574249,0.05180840664711633
4.287187084555626,4.509723752737045,0.042033235581622676
4.1189122051000595,4.193114846944809,0.07135874877810362
3.96328494615025,4.12433023750782,0.07624633431085044
3.8234103355142803,4.034466162323952,0.08113391984359726
3.683210806714164,4.3365844786167145,0.08211143695014662
3.545424208045006,3.8444684445858,0.13098729227761485
3.3948126849200992,4.309467703104019,0.08211143695014662
3.2633106824424534,3.5949590504169464,0.1544477028347996
3.1284458372328015,3.6564250886440277,0.1436950146627566
3.013820884956254,3.828745514154434,0.13391984359726294
2.8927866733736463,3.4510935842990875,0.198435972629521
2.7709895273049674,3.9008501321077347,0.14565004887585534
2.632993141810099,3.3903775066137314,0.21114369501466276
2.5015408562289343,3.4638122469186783,0.20039100684261973
2.39593365871244,3.390256315469742,0.19941348973607037
2.264689246813456,3.321406304836273,0.2209188660801564
2.1392284565501742,3.2388536632061005,0.25024437927663734
2.043847861389319,3.8312746435403824,0.19745845552297164
1.888579674065113,3.539924755692482,0.23362658846529813
1.812236588034365,3.7136436253786087,0.22287390029325513
1.6846270536382992,3.59352707862854,0.23264907135874877
1.568424951699045,3.8800720870494843,0.21212121212121213
1.460865456196997,3.3003927767276764,0.29521016617790813
1.3730248870948951,3.497319906949997,0.25513196480938416
1.260588085071908,3.4903013557195663,0.26099706744868034
1.1844486710098054,3.119408816099167,0.29423264907135877
1.0526990062660642,3.6630822271108627,0.2668621700879765
0.9827391140990787,3.595987156033516,0.27174975562072334
0.8692570759190453,3.207384243607521,0.31671554252199413
0.7821557178265519,3.286591276526451,0.3147605083088954
0.7298794026590056,3.7762686610221863,0.30498533724340177
0.6362236365675926,3.2569040060043335,0.3147605083088954
0.5633326375650035,3.1084176301956177,0.34310850439882695
0.48947425393594635,3.2988454699516296,0.3391984359726295
0.44498207368370557,3.3120610117912292,0.33822091886608013
0.40391787079473335,3.388827294111252,0.34017595307917886
0.3830873607140448,3.4752296656370163,0.32942326490713586
0.32553264643583035,3.147930383682251,0.35581622678396874
0.3088666541087959,3.359942853450775,0.34017595307917886
0.25482558122732574,3.2884472608566284,0.3509286412512219
0.22941485688918167,3.363195225596428,0.3411534701857282
0.20776513824239373,3.3677544593811035,0.3479960899315738
0.1798211196437478,3.591886579990387,0.3421309872922776
0.16622168788065514,3.1117366552352905,0.38220918866080156
0.17067744163796306,3.5396202951669693,0.3489736070381232
0.1492184579061965,3.2683616429567337,0.375366568914956
0.12456318818860584,3.4766567945480347,0.35386119257087
0.11375348383767737,3.2004212141036987,0.39296187683284456
0.09158053021464083,3.108803927898407,0.40371456500488756
0.08789263769156402,3.3265737146139145,0.3763440860215054
0.09745895774621102,3.305178180336952,0.386119257086999
0.08502590768815328,3.288313999772072,0.3998044965786901
0.07124217002031703,3.3025841265916824,0.3998044965786901
0.05571690632496029,3.0961030423641205,0.4232649071358749
0.05947008779427657,3.217936247587204,0.39002932551319647
0.04842330322652641,3.2281062304973602,0.3998044965786901
0.046221479618301,3.0665189623832703,0.40371456500488756
0.04248209851276544,3.0283448845148087,0.426197458455523
0.04005074253655039,3.174955114722252,0.4056695992179863
0.04484450094686407,3.1870395094156265,0.4281524926686217
0.04517106437641713,3.1714084148406982,0.41055718475073316
0.03913846432826378,3.002832069993019,0.44574780058651026
0.03777857026822554,3.031966879963875,0.41348973607038125
0.033755159050795354,2.983121618628502,0.4144672531769306
0.043536339511370495,3.1200292855501175,0.4046920821114369
0.03514885362367042,3.2532762587070465,0.4066471163245357
0.031396354587438204,3.0563856065273285,0.4125122189638319
0.03095677438735341,3.1301324516534805,0.4173998044965787
0.029662380557662498,3.0931455492973328,0.40860215053763443
0.03041206036383907,3.038230538368225,0.426197458455523
0.02648339359115602,3.1062983870506287,0.42424242424242425
0.022576364695042785,2.979214698076248,0.4418377321603128
